remover,id,link,formato,titulo,abstract,periodico,ano_artigo,paginas,defasagem,citacoes,n_autores,autor_n,uni_autor,estado_uni_autor,area_autor,sex_autor,ano_eleicao,n_eleicoes,localidade,cargo,nivel_eleicao,n_observacoes,pais,v_dependente,v_independente,n_controles,controles,hipotese_pesquisa,tipologia_gastos_de_campanha,abordagem_metodologica,tec_pesquisa,n_tecnicas,n_parametros_modelo,var_interveniente,desc_score_beta,score_beta,score_pvalor_modelo,score_pvalor_betas,replication,disponibilizacao_dos_dados,disponilidade_data_sharing,orientador_autor,ppg_doutorado_autor,ppg_msc_autor,formacao_autor,local_formacao_autor,tempo_doutoramento_autor,n_artigos_pub_autor,n_artigos_pub_qualis_superior_autor
0,13,https://www.scielo.br/j/op/a/LCZbd6MjbsctTPcmmKkJsSc/?lang=pt&format=html,digital,Financiamento dos partidos e campanhas eleitorais na América Latina: uma análise comparada,"Este artigo apresenta uma leitura regional comparada dos sistemas de financiamento dos partidos políticos e das campanhas eleitorais em dezoito países da América Latina. Apresenta também uma avaliação sobre as principais descobertas e tendências vigentes nesta questão e seus efeitos sobre os partidos e o sistema democrático, formulando ao mesmo tempo um conjunto de princípios orientadores, objetivos gerais e recomendações (não prescritivas) que deveriam ser levadas em conta em todo processo de reforma. Palavras-chave: partidos políticos, campanhas eleitorais, sistemas de financiamento, democracia, América Latina",opinião pública,2005,50,17,133,1,Daniel Zovatto,Universidade de Madrid,NA,,1,-,-,America Latina,-,todas,-,America Latina,-,-,-,-,-,-,descritiva,-,-,-,-,,,-,-,-,-,-,,,,,,,,
0,14,https://www.scielo.br/j/op/a/yBSFCmXzF3QvmhqxzDqWRbg/abstract/?lang=pt,digital,O dinheiro importa menos para os candidatos evangélicos?,"Este artigo se insere nos estudos sobre o impacto do dinheiro sobre o desempenho eleitoral de candidatos em eleições legislativas. Mais especificamente dialogamos com a literatura que analisa se os recursos financeiros importam mais para candidatos com determinados perfis. Para as eleições de 2010 e 2014 para os cargos de deputado federal e estadual, verificamos que, para os candidatos que se apresentam como evangélicos, o dinheiro tem um peso menor para alavancar as campanhas eleitorais. Identificamos esses candidatos através do seu nome de urna, uma técnica usada em pesquisas anteriores. O mecanismo causal que explica esse efeito menor do dinheiro sobre as candidaturas evangélicas é a mobilização do capital simbólico e real das igrejas protestantes. Esse resultado se alinha com outras pesquisas que mostram o valor relativo do dinheiro para alavancar o desempenho nas urnas. Candidatos que dispõem de outros mecanismos para acessar e mobilizar potenciais eleitores, como o apoio institucional da igreja, o acesso aos fiéis e os recursos não contabilizados, dependem menos dos recursos financeiros declarados do que os seus competidores. Palavras-chave: financiamento de campanha; eleições; religião",opinião pública,2017,28,5,10,1,"Gabriela Figueiredo Netto, Bruno Wilhelm Speck","USP, USP","SP, SP",,"2,1","2010, 2014",2,Brasil,"dep fed, dep est",estadual,23.144,brasil,sucesso eleitoral,gastos de campanha,4,"Evangélicos, Sexo, Magnitude, Competição",Os candidatos evangélicos arrecadam menos recursos de campanha em comparação aos outros candidatos.,-,inferencial,"regressão linear, regressão logit",2,11,despesas*evangélicos,"evangélicos, sexo, magnitude, competição, despesas evangélicos, sexo, magnitude, competição, despesas, evagelicos, despesas*evangelicos, sexo, magnitude, competição ","-0.171, 0.929, 0.034, 0.048, 1.860, -0.494, -0.751, -0.221, 0.039, -0.001",não reporta,não reporta,0,0,0,,,,,,,,
0,15,https://periodicos.ufjf.br/index.php/lumina/article/view/28621,digital,A comunicação nas eleições presidenciais brasileiras: uma análise dos impactos do fim do financiamento por empresas sobre os gastos de campanha,"o artigo realiza uma análise longitudinal dos gastos de campanha das candidaturas presidenciais brasileiras no período entre 2002 e 2018. O objetivo é verificar quais os impactos da proibição da arrecadação de recursos junto a empresas privadas (ocorrida em 2015 e aplicada pela primeira vez em 2018) sobre os gastos eleitorais, especialmente os feitos com comunicação. Para a consecução da pesquisa, recorreu-se aos valores informados pelas candidaturas na prestação de contas apresentadas ao Tribunal Superior Eleitoral (TSE). O banco de dados montado descriminou apenas os gastos de campanha feitos com atividades de comunicação, sendo esses distinguidos ainda na forma de subcategorias, de modo a especificar o recurso a diferentes mídias e usos. Preservou-se ainda a informação do total de despesas realizada por cada candidatura.De início, a pesquisa confirma a hipótese inicial, de que o fim da possibilidade de empresas privadas financiarem as eleições afetaria a arrecadação total das campanhas. Mais importante, confirma-se também que tal redução da arrecadação total das candidaturas impactaria com menor força os gastos com comunicação, os quais, apesar de reduzidos em seu montante final, tiveram ampliada sua participação percentual entre o total de despesas.De outro modo, confirma-se ainda que a continuidade da centralidade dos gastos de campanha em comunicação, especialmente na forma de mídia televisiva, é favorecida por um segundo aspecto institucional do país: o oferecimento de espaços gratuitos no rádio e na TV a partidos e candidatos – uma forma de financiamento indireto.",lumina,2019,16,3,0,1,Giliard Gomes Tenório,UFRJ,RJ,,1,"2002, 2006, 2010, 2014, 2018",5,Brasil,Presidente,federal,,brasil,receitas de campanha,-,-,-,-,-,descritiva,-,-,-,-,,,-,-,-,-,-,,,,,,,,
0,16,http://www.scielo.org.co/scielo.php?pid=S0121-56122018000300137&script=sci_arttext&tlng=pt,digital,"Ricos e políticos: uma análise da origem familiar, trajetória profissional e carreira política dos 30 deputados federais brasileiros com maior patrimônio …","RESUMO: Este artigo aborda a relação dos recursos econômicos com o espaço político. A análise é estruturada a partir dos 30 deputados federais com maior patrimônio econômico eleitos para a 55ª Legislatura da Câmara dos Deputados no Brasil (2015- 2019). O objetivo principal é analisar as bases sociais dessas “fortunas” e a sua relação com o espaço político. Com isso, a posse dos recursos econômicos passa a ser associada às posições sociais anteriores à política, como a origem familiar e a trajetória profissional exercida, ambas fortemente ligadas a atividades empresariais. Esses recursos influenciarão no tipo de entrada e carreira política desempenhada, com destaque para o financiamento próprio, desses casos, nas eleições de 2014. PALAVRAS-CHAVE: Thesaurus: políticos; dinheiro; família; profissão.",colombia internacional,2018,28,4,4,1,Icaro Gabriel da Fonseca Engler,Universidade Federal de Pelotas,RS,,1,2014,1,Brasil,dep fed,federal,30,brasil,espaço político,recursos economicos,-,-,-,-,descritiva,-,-,-,-,,,-,-,-,-,-,,,,,,,,
0,17,http://www.scielo.org.co/scielo.php?pid=S0121-56122018000300137&script=sci_abstract&tlng=en,digital,Rich Politicians: An Analysis of the Family Background and Professional and Political Careers of the 30 most Wealthy Federal Congressmen in the 55th Legislative …,"This article deals with the relation between economic resources and public offices. Our analysis is based on the 30 most wealthy federal congressmen elected for the 55th legislative period (2015-2019) of the Brazilian House of Representatives. The main aim of this study is to analyze the social bases of these fortunes and their relation with elective offices. It reveals that the possession of economic resources has come to be associated with the social positions the congressmen had before they entered politics, like their family origin and professional career, both of which are strongly linked to business activities. These resources then influence the way they enter politics and their careers as congressmen, which is especially characterized by the financing of their own campaigns, in this case for the 2014 elections.",colombia internacional,2018,28,4,4,1,Icaro Gabriel da Fonseca Engler,Universidade Federal de Pelotas,RS,,1,2014,1,Brasil,dep fed,federal,30,brasil,espaço político,recursos economicos,-,-,-,-,descritiva,-,-,-,-,,,-,não reporta,-,0,0,,,,,,,,
0,18,https://pdfs.semanticscholar.org/8d44/8bb0671380c713bc1ed7f99eb97aec1072df.pdf,digital,O oportunismo pré-eleitoral ao nível das despesas públicas compensa na busca pela reeleição nos municípios catarinenses no século XXI?,"Resumo: Da construção de estradas a aumentos dos salários dos funcionários públicos, passando por reduções nos impostos no período que antecede as eleições, as manipulações orçamentais em anos eleitorais são um fenômeno observado em diversas nações, estados e municípios em todo o mundo. Muitos políticos acreditam que, ao aumentarem as despesas no ano das eleições e durante o mandato, conseguirão aumentar as suas chances de obter um novo mandato. Mas será que isso realmente ocorre em Santa Catarina? E será que em todos os municípios catarinenses esse fenômeno é igual? Ao estudar as eleições municipais catarinenses entre 2005 e 2016, contatou-se que os eleitores de Santa Catarina premiam o comportamento oportunista de seus prefeitos, tanto nas despesas públicas, como nos investimentos. Constatou-se, também, que o oportunismo compensa nos municípios com maiores níveis de IDHM. Palavras-Chave: Reeleição; Política fiscal; Políticos; Municípios; Santa Catarina",textos de economia,2019,28,3,1,1,Jonatan Lautenschlag,UFSC,SC,,1,"2004, 2008, 2012, 2016",4,estados,prefeito,municipal,239,Brasil,reeleição,gastos de campanha,13,"IDHM, IDHM_E, IDHM_R, IDHM_L, urbano, percentagem, esquerda, pres2, gov2, tributos, eleições 2012, eleições 2016","Muitos políticos acreditam que, ao aumentarem as despesas no ano das eleições e durante o mandato, conseguirão aumentar as suas chances de obter um novo mandato",-,inferencial,"regressão linear, regressão probit",2,14,-,,,-,não reporta,-,0,0,,,,,,,,
0,19,https://www.scielo.br/j/op/a/BLSkPvJy45gJKMkwbmK5Kvy/?lang=pt&format=html,digital,"O custo da política subnacional: a forma como o dinheiro é gasto importa? Relação entre receita, despesas e sucesso eleitoral","Resumo O custo da política subnacional: a forma como o dinheiro é gasto importa? Relação entre receita, despesas e sucesso eleitoral Este artigo tem por objeto as despesas em campanhas eleitorais. Especificamente propõe: a) produzir um mapeamento dos gastos eleitorais da eleição de 2010 efetuados por candidatos a deputado federal; b) identificar padrões de gastos existentes; c) identificar a existência de correlação estatística importante entre diferentes padrões de gastos eleitorais e resultado eleitoral nas urnas. As questões que orientam o artigo são as seguintes: a) A forma como os atores utilizam seus recursos expressam as particularidades dos competidores? b) Determinados gastos de campanha possuem maior impacto no sucesso eleitoral do que outros? Para fins de mapeamento das despesas eleitorais elaborou-se uma classificação que busca apreender os gastos eleitorais em três grandes categorias: 1) gastos com “publicidade”; 2) gastos com “infraestrutura” de campanha; e 3) gastos com “pessoal”. Os principais achados residem na percepção de que somente o volume de dinheiro não basta para explicar o sucesso eleitoral. Os modelos demonstram que o padrão de gasto precisa ser concentrado e que as maiores despesas devem ser destinadas para ""comunicação e publicidade"". Além disso, candidatos que disputam eleições em partidos mais organizados e com um grau de coordenação mais centralizado estão em melhores condições do que seus concorrentes que não compartilham dessa situação, conforme hipótese originalmente apresentada por Guarnieri (2011). Palavras-chave: financiamento de campanhas; despesas eleitorais; deputado federal; eleições; prestação de contas eleitorais",opinião pública,2016,37,6,23,3,"Jeison Giovani Heiler, João Paulo Saraiva Leão Viana, Rodrigo Dolandeli dos Santos","UNICAMP, UNIR, UNICAMP","SP, RO, SP",,"1,1,1",2010,1,brasil,dep fed,federal,-,brasil,,gastos de campanha,14,"Gastos ponderados por UF, Gastos ponderados por candidato, Variáveis socioeconômicas, Variáveis políticas, Despesa doações, Escolaridade, Ideologia, Despesa pessoal,  Sexo, Posição do Partido, Despesa comunicação, Despesa outros, Região, Despesa estrutura",,"Heiler, Viana Santos (2016)",inferencial,"regressão linear, regressão logística",2,22,-,"despesas outros maiores Despesas, despesa estrutura despesas médias altas, despesa estrutura maiores despesas, despesa total despesas media altas, despesa total maiores despesas, despesas comunicação despesas
médias altas, despesas comunicação maiores depesas, padrao de gastos recursos concentrados, padrao de gastos recursos pulverizados, despesas outros maiores Despesas, despesa estrutura despesas médias altas, despesa estrutura maiores despesas, despesa total despesas media altas, despesa total maiores despesas, despesas comunicação despesas
médias altas, despesas comunicação maiores depesas, padrao de gastos recursos concentrados, padrao de gastos recursos pulverizados, disposição politica baixa disposição, disposição politica media disposicao, baixa magnitude, media magnitude, incubente, despesas outros maiores Despesas, despesa estrutura despesas médias altas, despesa estrutura maiores despesas, despesa total despesas media altas, despesa total maiores despesas, despesas comunicação despesas
médias altas, despesas comunicação maiores depesas, padrao de gastos recursos concentrados, padrao de gastos recursos pulverizados, disposição politica baixa disposição, disposição politica media disposicao, baixa magnitude, media magnitude, incubente, despesas outros maiores Despesas, despesa estrutura despesas médias altas, despesa estrutura maiores despesas, despesa total despesas media altas, despesa total maiores despesas, despesas comunicação despesas
médias altas, despesas comunicação maiores depesas, padrao de gastos recursos concentrados, padrao de gastos recursos pulverizados, disposição politica baixa disposição, disposição politica media disposicao, baixa magnitude, media magnitude, incubente","3.048, 3.547, 10.644, 3.768, 8.901, 7.485, 9.462, 15.776, 0.592, 6.495, 3.465, 10.861, 6.671, 13.768, 4.546, 4.899, 8.261, 0.527, 0.553, 0.418, 0.150, 0.384, 0.000, 4.243, 2.765, 7.153, 4.709, 9.859, 9.707, 12.801, 20.837, 0.498, 6.278, 7.340, 3.149, 8.763, 6.831, 6.831, 12.624, 6;057, 6.951, 11.264, 0.453, 0.821, 0.610, 0.171, 0.364, 4.668",não reporta,não reporta,0,0,0,,,,,,,,
0,20,https://www.scielo.br/j/rap/a/Mq5354PMwJmncLj9KpYYXpR/?lang=pt,digital,Elementos da conexão eleitoral,ausente,revista de administração pública,2010,12,12,8,1,Jorge Viana Monteiro,FGV,SP,,1,-,-,Brasil,-,-,-,Brasil,-,-,-,-,-,-,discussão teórica,-,-,-,-,,,-,-,-,-,-,,,,,,,,
0,21,https://www.scielo.br/j/rap/a/LY3sNJVdtsvxRxFzBjWTVHJ/?lang=pt,digital,Percepções analíticas da crise econômica e racionalidade política,-,revista de administração pública,2009,13,13,4,1,Jorge Viana Monteiro,FGV,SP,,1,-,0,Brasil,-,-,-,Brasil,-,-,-,-,-,-,discussão teórica,-,-,-,-,,,-,-,-,-,-,,,,,,,,
0,22,https://bibliotecadigital.fgv.br/ojs/index.php/rap/article/download/7301/5794,digital,Economia do status quo constitucional,-,revista de administração pública,2005,19,17,0,1,Jorge Viana Monteiro,FGV,SP,,1,-,0,Brasil,-,-,-,Brasil,-,-,-,-,-,-,discussão teórica,-,-,-,-,,,-,-,-,-,-,,,,,,,,
0,23,https://www.scielo.br/j/rbcpol/a/fnzjjpV7bQgZ7fjv8rPC4yc/abstract/?lang=pt,digital,A cor dos eleitos: determinantes da sub-representação política dos não brancos no Brasil,"Parece fora de qualquer polêmica o fato de que a política nacional é majoritariamente branca. Levantamentos recentes indicam que a proporção de negros no parlamento federal nunca ultrapassou os míseros 9%. Mas a despeito dessa evidente marginalidade, pouco se sabe sobre as causas dessa sub-representação política. Este artigo pretende elucidar quais são os principais filtros que afastam os não brancos, pretos e pardos, da política brasileira. Para tal, foi feito um levantamento sobre a cor dos candidatos a vereador nas eleições de 2012 nas duas maiores cidades brasileiras: São Paulo e Rio de Janeiro. Diante da carência de registros oficiais sobre a raça ou cor desses candidatos, optamos por submeter suas fotos, disponibilizadas pelo TSE, à classificação de uma equipe de pes A cor dos eleitos 151 quisadores. Os resultados permitiram entender até que ponto o alheamento político dos não brancos brasileiros se deve: (i) a vieses no recrutamento partidário; (ii) às diferenças de capital educacional e patrimônio entre os candidatos brancos e não brancos; (iii) às desigualdades na distribuição dos recursos partidários e eleitorais; ou (iv) às próprias preferências eleitorais dos votantes. Ao que parece, as chances eleitorais dos pretos e pardos refletem as dificuldades que esses grupos têm em ascender à pequena elite de candidatos que possuem os maiores financiamentos e as maiores votações. Palavras-chave: Raça, eleições, representação política, desigualdade política, eleições municipais.",revista brasileira de ciência política,2015,31,7,90,2,"Luiz Augusto Campos, Carlos Machado","UERJ,UNB","RJ,DF",,"1,1",2012,1,municipios,vereador,municipal,-,Brasil,sucesso eleitoral,raça,4,"não branco, feminino, ensino superior, classe alta",". Uma primeira hipótese explicativa para a sub-representação dos pretos e pardos na política é a escassez de candidaturas. Ao menos em relação aos postos no Legislativo federal, a sub-representação de mulheres parece refletir a pequena participação delas nas listas lançadas pelos partidos. Capital simbólico. Pesquisas sobre recrutamento político vêm chamando
a atenção para o fato de que recursos sociais mais simbólicos, como nível de
instrução, origem de classe, gênero etc., têm grande peso nas chances eleitorais
dos candidatos (Norris e Lovenduski, 1995). Recursos de campanha. Os gastos de campanha têm um papel central
nas chances eleitorais dos candidatos e partidos políticos",-,inferencial,"regressão linear, regressão logística",2,5,-,"não branco, feminino, não branco, feminino, ensino superior, não branco, feminino, ensino superior, classe alta","0.33, 0.41, 0.38, 3.03, 0.45, 0.46, 2.2, 3.48",não reporta,não reporta,,0,0,,,,,,,,
0,24,https://www.scielo.br/j/op/a/tjfCSQf7HJYgdLdMBk97jPN/abstract/?lang=pt,digital,Porque dinheiro importa: a dinâmica das contribuições eleitorais para o Congresso Nacional em 2002 e 2006,"Resumo: Muitos trabalhos estudam a relação entre dinheiro e eleições, especialmente como o aporte de recursos pode explicar o sucesso do candidato. Nosso artigo tem como objetivo identificar aspectos do financiamento de campanha nas eleições para o Congresso Nacional brasileiro, nos anos de 2002 e 2006, com base nos dados do TSE. Buscamos captar: a) diferenças nas receitas e gastos entre candidatos à reeleição e novos candidatos; b) variações regionais, dadas as profundas clivagens socioeconômicas dos distritos eleitorais, que podem afetar as contribuições e despesas realizadas; c) variações camerais, dada a incongruência do bicameralismo brasileiro; d) variações partidárias, ou seja, se há candidatos cujas campanhas saem mais ""caras"" ou mais ""baratas"", a depender do partido politico. Palavras-chave: financiamento de campanha; Senado; Câmara dos Deputados; eleições; Brasil",opinião pública,2010,28,12,122,3,"Leany Barreiro Lemos, Daniel Marcelino, João Henrique Paiva","UNB, UNB, UNB","DF, DF, DF",,"1,1,1","2002, 2006",2,Brasil,"senador, dep fed",federal,-,-,financiamento de campanha,-,-,-,-,"lemos, marcelino e pederiva",descritiva,-,-,-,-,,-,-,-,0,0,0,,,,,,,,
0,25,https://www.scielo.br/j/rdp/a/6kKRTFLdr67yVwqSbMGmkbG/abstract/?lang=pt,digital,Litígio estratégico para igualdade de gênero: O caso das verbas de campanha para mulheres candidatas,"O objetivo deste artigo é descrever o recente litígio estratégico que culminou com a transformação jurídica ocorrida no Brasil em relação à obrigatoriedade de financiamento de campanhas políticas de mulheres. Dessa perspectiva, buscar-se-á analisar criticamente as questões em jogo no julgamento da ADI 5617 pelo Supremo Tribunal Federal realizado em março de 2018, que determinou o mínimo de 30% de investimento dos partidos em campanhas de candidatas. O caso será abordado do ponto de vista da atuação da Clínica jurídica “Laboratório de Direitos Fundamentais” da FGV Direito Rio, na qualidade de representante da ONG CEPIA como amicus curiae nessa ação. A partir dessa experiência, pretende-se refletir sobre os desafios do uso de litígio estratégico para o avanço de direitos humanos em geral, e de direitos políticos de mulheres no Brasil em especial. Palavras-chave: Direitos fundamentais; Igualdade; Mulheres; Política; Verbas de campanha; Litígio estratégico; Cota; STF.",revista direito e práxis,2019,37,3,18,1,Ligia Fabris Campos,FGV,RJ,,2,-,-,Brasil,todas,todas,-,Brasil,-,-,-,-,-,-,discussão teórica,-,-,-,-,,-,-,-,-,-,-,,,,,,,,
0,26,https://www.agendapolitica.ufscar.br/index.php/agendapolitica/article/view/46,digital,Profissionalização das Campanhas Eleitorais: Metodologia de Estudo,"Resumo:A Profissionalização das Campanhas Eleitorais é um fenômeno recente que manifesta características distintas nos contextos políticos em que é tomado para análise. Trata-se do recrutamento de corpo especializado por partidos competitivos para gestão de suas campanhas eleitorais e da adoção de novas estratégias e técnicas de campanha. Nesse trabalho, procuramos discutir teoricamente esse conceito e apresentar a abordagem metodológica e as técnicas de pesquisa para mensurar o grau de profissionalização das campanhas eleitorais em que estão engajados os partidos políticos brasileiros, segundo modelo proposto por Gibson e Röommele (2001; 2009) e as possíveis adaptações nesse modelo. A hipótese inicial é que quanto maior a disponibilidade de recursos financeiros, maiores às possibilidades de um partido político desempenhar grau elevado de engajamento em campanhas eleitorais profissionalizadas.Palavras-chave:Campanhas Eleitorais; Partidos e Eleições; Profissionalização das Campanhas Eleitorais",agenda política,2014,13,8,1,1,Mércia Alves,UFSCAR,SP,,2,-,-,Brasil,-,-,-,Brasil,profissionalização das campanhas,-,,-,-,-,discussão teórica,-,-,-,-,,-,-,-,-,-,-,,,,,,,,
