remover,id,link,formato,titulo,abstract,periodico,ano_artigo,paginas,defasagem,citacoes,n_autores,autor_n,uni_autor,estado_uni_autor,area_autor,sex_autor,ano_eleicao,n_eleicoes,localidade,cargo,nivel_eleicao,n_observacoes,pais,v_dependente,v_independente,n_controles,controles,hipotese_pesquisa,tipologia_gastos_de_campanha,abordagem_metodologica,tec_pesquisa,n_tecnicas,n_parametros_modelo,var_interveniente,desc_score_beta,score_beta,score_pvalor_modelo,score_pvalor_betas,replication,disponibilizacao_dos_dados,disponilidade_data_sharing,orientador_autor,ppg_doutorado_autor,ppg_msc_autor,formacao_autor,local_formacao_autor,tempo_doutoramento_autor,n_artigos_pub_autor,n_artigos_pub_qualis_superior_autor
0,27,https://revistas.ufpr.br/politica/article/view/55339,digital,Campanhas e legislação eleitoral: Análise da “Minirreforma” no contexto das eleições municipais brasileiras de 2016,"RESUMO As eleições 2016 foram marcadas pelas mais significativas alterações na legislação eleitoral das duas últimas décadas. Essas mudanças foram promovidas principalmente pela minirreforma eleitoral de 2015, que alterou o perfil de financiamento e o tempo das campanhas eleitorais. O objetivo deste artigo é analisar a dinâmica financeira das campanhas em 2012 e 2016, a partir da minirreforma e do caso das eleições municipais. Foram selecionadas as campanhas eleitorais vitoriosas de dez capitais brasileiras, sendo elas: São Paulo, Belo Horizonte, Rio de Janeiro, Salvador, Fortaleza, Curitiba, Cuiabá, Manaus, Campo Grande e Recife. Foram analisados, especificamente, 1) dados sobre os colégios eleitorais nos dez municípios, para as eleições de 2012 e 2016, e 2) as prestações de contas oficiais elaboradas pelos partidos e entregues ao TSE, também referentes às campanhas de 2012 e 2016. Palavras-chave: Eleições municipais. Eleições 2016. Campanha eleitoral. Legislação. Minirreforma eleitoral",revista eletrônica de ciência política,2018,22,4,4,2,"Mércia Alves, Bárbara Lima ","UFSCAR, UFSCAR","SP, SP",,"2,2","2012, 2016",2,municipios,prefeito,municipal,,brasil,financiamento de campanha,minirreforma eleitoral,-,-,-,-,descritiva,-,-,-,-,,-,-,-,-,-,-,,,,,,,,
0,28,https://periodicos.ufpel.edu.br/ojs2/index.php/rsulacp/article/view/16777,digital,Campanhas e Legislação Eleitoral: os governos estaduais nas eleições de 2018,"Resumo. O artigo analisa a dinâmica financeira das campanhas dos governadores eleitos em 2018, com o objetivo de verificar, de forma comparada, como a Minirreforma Eleitoral de 2015 e o conjunto de resoluções aprovadas em dezembro de 2017 refletiram na forma pela qual os partidos arrecadam e concentraram os recursos. Para isso, são observadas as prestações de contas elaboradas pelos partidos eleitos em 2018, disponibilizados pelo TSE. Conclui-se que as medidas tomadas para diminuir o custo das campanhas eleitorais foram eficazes, principalmente a alteração no perfil de doações e a redução dos dias de campanha e de tempo diário de TV. Apesar disso, ainda há concentração de recursos em atividades de comunicação, principalmente na produção audiovisual. Algumas tendências foram apontadas e merecem atenção em pesquisas posteriores: o autofinanciamento, o financiamento coletivo, e o impulsionamento de conteúdo. Por fim, o capital político das lideranças pareceu uma variável essencial para compreensão da dinâmica financeira das campanhas analisadas. Palavras-chave: Eleições 2018; Campanhas Eleitorais; Legislação; Minirreforma Eleitoral.",revista sul-americana de ciência política,2020,19,2,1,2,"Mércia Alves, Bárbara Lima ","UFSCAR, UFSCAR","SP, SP",,"2,2",2018,1,brasil,governo,estadual,-,brasil,financiamento de campanha,minirreforma eleitoral,-,-,-,-,descritiva,-,-,-,-,,-,-,-,-,-,-,,,,,,,,
0,29,http://www.scielo.org.co/scielo.php?pid=S0121-56122018000300079&script=sci_arttext&tlng=pt,digital,"Profissão, sexo e dinheiro: mensuração da acumulação de desigualdades na competição eleitoral brasileira","RESUMO: O artigo parte da proposição de Robert Dahl de que em poliarquias as desigualdades tenderiam a ser não cumulativas entre os diversos grupos sociais; investigamos se essa hipótese se aplica às candidaturas a deputado estadual no Brasil. O corpus de análise é composto por 38.278 candidaturas, nas 27 unidades federativas, no período entre 2002 e 2014, o qual contempla quatro eleições. Como variável dependente, utilizamos a arrecadação de recursos financeiros de campanha e testamos, como variável explicativa, duas clivagens sociais: ocupação profissional, categorizada em um modelo de disposição à política, e sexo dos candidatos. Testes de diferenças de médias e um modelo de regressão revelam que a posição social (profissão) é o maior preditor de receitas de campanha. Entre 2002 e 2010, as desigualdades de gênero podem ser explicadas através do indicador de classe social. Em 2014, contudo, tais desigualdades se tornaram mais acentuadas. PALAVRAS-CHAVE: Thesaurus: eleições; financiamento eleitoral; mulheres. Autores: profissionalização política; ocupação profissional; Robert Dahl.",colombia internacional,2018,30,4,8,2,"Márcio Carlomagno, Adriano Codato",UFPR,"PR,PR",,"1,1","2002, 2006, 2010, 2014",4,Brasil,dep est,estadual,38278,brasil,financiamento de campanha,ocupação profissional,,"sexo, mandatário",O artigo parte da proposição de Robert Dahl de que em poliarquias as desigualdades tenderiam a ser não cumulativas entre os diversos grupos sociais; investigamos se essa hipótese se aplica às candidaturas a deputado estadual no Brasil,-,inferencial,regressão linear,1,5,-,"sexo, disposição média, disposição alta, sexo, disposição média, disposição alta, disposição mandatário, sexo, disposição média, disposição alta, disposição mandatário, sexo, disposição média, disposição alta, disposição mandatário","-0.017, 0.159, 0.301, -.004, 0.276, 0.409, -0.072, 0.140, 0.250, 0.401, -0.166, 0.150, 0.264, 0.389",,"0.142, 0.000, 0.000, 0.000, 0.719, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000",-,0,0,,,,,,,,
1,30,https://www.scielo.br/j/csp/a/Lf3dqmSckwT5XcSp77Yqy7w/?lang=pt,digital,O capital estrangeiro ea privatização do sistema de saúde brasileiro,-,cadernos de saúde pública,2015,4,7,60,1,Mário Scheffer,USP,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31,https://www.seer.ufrgs.br/debates/article/view/69303,digital,Dinheiro realmente importa? Uma análise do financiamento de campanha nas eleições para a ALERGS em 2014,Dinheiro realmente importa? Uma análise do financiamento de campanha nas eleições para a ALERGS em 2014,revista debates,2016,20,6,3,3,"Maurício Michel Rebello, Gustavo Giora, Marina Scapini","UFFS,UFFS,","SC, SC",,"1,1,2",2014,1,Rio Grande do Sul,dep est,estadual,668,Brasil,obtenção de votos,financiamento de campanha,0,,-,,inferencial,regressão linear,1,3,-,"Mandatário, Desafiante efetivo, Desafiantenãoefetivo","0.028, 0.052, 0.08","0.03, 0.000, 0.02",não reporta,0,0,0,,,,,,,,
0,32,https://search.proquest.com/openview/9201da92e00f8c777a1c4dc880e4fd35/1?pq-origsite=gscholar&cbl=1226335,digital,Partidos Políticos e Financiadores de Campanhas: um Estudo a partir da Teoria dos Jogos,"O presente artigo procurou explicar a relação entre os partidos políticos e os financiadores de campanhas no regime democrático brasileiro na fase 2014/2018, por meio de uma metodologia de Teoria dos Jogos. O tema justifica-se, dentre outros pontos, pela possibilidade de interesses escusos em tal relação, o que pode levar a prejuízos sociais. O objetivo geral do trabalho foi de expor as possíveis recompensas tanto para um quanto para o outro jogador. Para atender o objetivo principal procurou-se realizar uma análise dos gastos para as campanhas à deputado federal na eleição de 2014, criação de uma metodologia de análise, bem como da apresentação dos resultados. As hipóteses levantadas foram as de que os partidos e os financiadores de campanhas, enquanto jogadores, estabeleciam jogos cooperativos quando havia um alinhamento ideológico, capital político, uma intenção em colaborar entre eles e probabilidades de êxito nas eleições, sendo o contrário também verdadeiro. Os resultados encontrados apontaram que os financiadores de campanhas obtém a melhor recompensa quando investem em partidos vencedores e estes colaboram ao longo do mandato. Direcionar recursos financeiros para uma campanha vencedora, portanto, gera uma recompensa superior aos financiadores de campanhas do que não colaborar financeiramente. Além disso, os elevados montantes de recursos investidos em uma campanha ampliam as recompensas dos partidos, considerada neste trabalho como sendo o Fundo Partidário, na medida em que mais votos para a eleição de deputados federais são conquistados. Palavras-chave: Informações completas e incompletas;
informações perfeitas e imperfeitas; financiamentos de
campanhas eleitorais.",economic analysis of law review,2021,28,1,0,2,"Odirlei Fernando Dal Moro, Ednaldo Michellon","UFMS, UEM","MS, PR",,"1,1","2014, 2018",2,Brasil,dep fed,federal,-,Brasil,partidos politicos ,financiamento de campanha,-,-,"os partidos e os financiadores de campanhas, enquanto jogadores, estabeleciam jogos cooperativos quando havia um alinhamento ideológico, capital político, uma intenção em colaborar entre eles e probabilidades de êxito nas eleições, sendo o contrário também verdadeiro",,teoria dos jogos,teoria dos jogos,1,-,-,-,-,--,-,-,-,-,,,,,,,,
1,33,https://www.scielo.br/j/rec/a/Q64JZq7tHnKDsYGVRrYS4mD/,digital,"Ascensão e crise do governo Dilma Rousseff eo golpe de 2016: poder estrutural, contradição e ideologia","RESUMO: O artigo procura entender o governo Dilma Rousseff e o Golpe de 2016 levando em consideração o poder estrutural do capital financeiro e as contradições inerentes aos modelos de crescimento econômico e coalizão política observados desde o governo Lula. Argumenta-se que o projeto econômico do governo Rousseff procurava superar algumas destas contradições. O governo, contudo, não foi capaz de realizar nem as reformas institucionais nem as repactuações políticas necessárias para o sucesso de seu projeto, em contexto de desaceleração cíclica e aguçamento da concorrência internacional e dos conflitos sociais no Brasil. A política econômica é avaliada desde a austeridade de 2011 até a de 2015, passando pela chamada Nova Matriz Econômica e seu desmonte gradual em 2013. Analisa-se as origens da unificação da burguesia em torno a um programa neoliberal em 2016, assim como a relação entre a revolta das camadas médias e o ataque político-judicial resultante no Golpe de 2016. PALAVRAS-CHAVE: Dilma Rousseff; Lulismo; golpe de 2016; Operação Lava-Jato; nova matriz econômica.",revista de economia contemporânea,2017,63,5,202,1,Pedro Paulo Zahluth Bastosa,Unicamp,SP,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,34,https://www.scielo.br/j/rsocp/a/wqCtXLpsBHKs65jdDGV5dpt/abstract/?lang=pt,digital,(Des) Construindo o discurso eleitoral: o primeiro turno das eleições municipais majoritárias em Curitiba no ano 2000,"O pensamento único vem prevalecendo na escolha e adoção de instrumentos e políticas urbanas, conduzido pela opção de inserir as cidades no processo de reestruturação produtiva, em cumprimento aos requisitos impostos pelo modelo globalizante. Como uma ação naturalizada, esse procedimento espelha, de fato, intenções alheias ao lugar, e que são interiorizadas no imaginário da população, como um consenso. Que resultados tais estratégias provocam na produção do espaço urbano e no exercício da cidadania, e como foram incorporadas e veiculadas no discurso eleitoral do primeiro turno das eleições municipais majoritárias em Curitiba no ano 2000? Este ensaio vai em busca de respostas a essa questão. PALAVRAS-CHAVE: Curitiba; eleições municipais; discurso eleitoral; planejamento urbano; city marketing",revista de sociologia e política,2001,29,21,17,2,"Rosa Moura, Thaís Kornin",,PR,,"2,2",2000,1,Curitiba,Prefeito,municipal,,Brasil,discursos eleitorais,,0,-,-,-,discussão teórica,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
0,36,https://www.seer.ufrgs.br/debates/article/view/105301,digital,Comportamento parlamentar e financiamento de campanha: o caso do rompimento da barragem em Mariana,"Resumo O artigo centra-se nos efeitos que a ocorrência de desastres socioambientais exerce sobre a ação política dos parlamentares. Nosso objetivo é analisar o comportamento parlamentar em um momento crítico, qual seja, o desastre da barragem de Fundão, operada pela Samarco/Vale/BHP. Busca-se, especificamente, responder a duas questões: o que os deputados federais propuseram acerca do desastre, e se tais iniciativas se relacionam às doações de campanha. Para tanto, analisamos as propostas legislativas apresentadas pelos deputados federais, entre 05 novembro de 2015, data de ocorrência do desastre, e 31 de dezembro de 2018. Constatamos que a maioria dos deputados com alto nível de financiamento da Samarco se abstiveram de apresentar proposições acerca do desastre. Os parlamentares com atuação contrária à empresa são oriundos principalmente dos estados atingidos pelo desastre (Minas Gerais e Espírito Santo), o que sinaliza para atuação no sentido de prestação de contas a seus eleitores.Palavras-chave Comportamento Legislativo; Desastre de Mariana; Samarco; Retribuições de Campanha",revista debates,2020,20,2,0,4,"Roberta Carnelos Resende, Bruno Marques Schaefer, Sara de Sousa Fernandes Epitácio,Tiago Alexandre Leme Barbosa",NA,NA,,"2,1,2,1",2018,1,Brasil,dep fed,federal,,,produção legislativa,financiamento de campanha,,"fator vale, fator mineradoras, uf atingida, esquerda, mineração unidades",,-,inferencial,regressão logística,1,5,-,"Fator Vale, Fator Mineradoras, Fator Vale, Fator Mineradoras, UF Atingida, Fator Vale, Fator Mineradoras, UF Atingida, Esquerda, Mineração Unidades (%), Fator Vale, Fator Mineradoras, Fator Vale, Fator Mineradoras, UF Atingida, Fator Vale, Fator Mineradoras, UF Atingida, Esquerda, Mineração Unidades (%), Fator Vale, Fator Mineradoras, Fator Vale, Fator Mineradoras, UF Atingida, Fator Vale, Fator Mineradoras","1.356, 0.734, 1.204, 0.582, 4.842, 1.207, 0.601, 3.201, 1.748, 1.575, 1.503, 0.862, 1.348, 0.646, 9.248, 1.323, 0.664, 8.917, 3.010, 0.939, 1.265, 0.708, ",-,-,-,-,-,,,,,,,,
0,37,http://www.scielo.org.co/scielo.php?pid=S0121-56122020000100121&script=sci_arttext&tlng=pt,digital,Segmentos econômicos e determinantes do financiamento político no Brasil,": O objetivo deste artigo é analisar os determinantes do financiamento político empresarial brasileiro discutindo os incentivos gerados por seus respectivos setores econômicos. O contexto é a eleição de 2014, escolhida por ser a última campanha com doações empresariais permitidas pela legislação. Metodologia: Por meio de um modelo de regressão logística, foi estimada a probabilidade de uma grande empresa fazer doações na campanha de 2014 a partir do tamanho do seu setor econômico. No modelo, foram analisados os determinantes do financiamento, sobretudo, os recursos públicos concedidos a doadores: contratos estabelecidos com o Governo Federal e empréstimos financeiros. Os dados foram compilados junto ao repositório de dados eleitorais do Tribunal Superior Eleitoral, do Portal da Transparência do Governo Federal e do Banco Nacional de Desenvolvimento Econômico e Social. Conclusões: Os resultados indicaram que não houve relevância significativa das vantagens diretas obtidas pelos doadores junto à administração pública, mas sim dos fatores econômicos estruturais: posição predominante da empresa em seu setor econômico e trajetória histórica bem-estabelecida no capitalismo brasileiro. Originalidade: O “dinheiro interessado”, em termos quantitativos, esteve mais visível em determinados segmentos, especialmente o da indústria e o da construção civil. No entanto, a elite empresarial de todos os setores (os maiores doadores) apresentou um padrão de financiamento semelhante: doações para campanhas nacionais, presidenciais e estruturas partidárias. Por sua vez, os pequenos doadores, também de todos os segmentos, investiram preferencialmente nas candidaturas individuais: deputado estadual e federal. O artigo reflete sobre a existência de uma dinâmica específica de
retribuição ou prospecção de favores políticos que depende do porte econômico da
companhia, para além de seus respectivos incentivos e interesses setoriais coletivos.
PALAVRAS-CHAVE: Financiamento de campanha; eleições; empresariado; Brasil.",colombia internacional,2020,40,2,1,1,Rodrigo Dolandeli Santos,UFPA,PA,,1,2014,1,Brasil,"dep fed,  dep est, senador",federal e estadual,,Brasil,financiamento de campanha,tamanho da empresa,,,,-,inferencial,regressão logística,1,16,-,"Ref. Menor Receita, Receita Média baixa, Receita Média alta, Maior receita, Ref. Empresa antiga, EMpresa nova, Antiguidade Média Baixa, Antiguidade Méida alta, Ref. Estrangeiro, Ref financeiro outros, comercio, construção, industria, serviços, ref contrato, ref bndes","ausente, 0.086, 0.314, 0.975, ausente, -0.510, 0.085, -0.149, -1.720, ausente, 0.282, 1.121, 1.319, -0.121, 0.326, 0.093, -1.167",,"0.000, 0.690, 0.170, 0.0, 0.04, 0.2, 0.662, 0.463, 0.0, 0.0, 0.440, 0.003, 0.0, 0.743, 0.167, 0.655, 0.001",-,-,-,,,,,,,,
0,38,http://revistas.ufpi.br/index.php/conexaopolitica/article/view/4919,digital,"Financiamento de campanha, empresariado eo sistema político brasileiro: teoria e questões atuais","Resumo: O artigo faz um apontamento te´orico das principais quest˜oes em torno da forma¸c˜ao de interesses no capitalismo a partir da rela¸c˜ao entre dinheiro e pol´ıtica, sobretudo o elevado custo da democracia. Discutimos como a competi¸c˜ao pela lideran¸ca pol´ıtica nas elei¸c˜oes se desenvolve em meio `a falta de clareza com que os interesses privados avan¸cam sobre a vontade p´ublica. O artigo aborda tamb´em a desenvoltura do empresariado no processo decis´orio nacional, considerando as incongruˆencias e vantagens institucionais do “presidencialismo de coaliz˜ao”. Nesse sentido, o texto debate como esse arranjo institucional n˜ao favoreceu uma articula¸c˜ao em torno da reforma pol´ıtica e de mudan¸cas substanciais nas regras eleitorais. Por fim, discutimos a necessidade de investimento na transparˆencia e no controle social da presta¸c˜ao de contas eleitorais como maneira de atenuar a influˆencia do poder econˆomico nas elei¸c˜oes e incentivar a participa¸c˜ao social nas institui¸c˜oes pol´ıticas. Palavras-chave: Sistema pol´ıtico. Financiamento de campanha. Democracia. Capitalismo.",conexão política,2015,12,7,2,1,Rodrigo Dolandeli Santos,UFPA,PA,,1,0,0,brasil,todas,-,-,Brasil,,,-,-,-,-,discussão teórica,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
0,39,https://www.scielo.br/j/rsocp/a/7JgtYdw5zrz4qFzVs7PXJMJ/abstract/?lang=pt,digital,A incubação da extrema-direita: a rede de financiamento do PSL nas eleições de 2018,": O artigo analisa a rede de receitas das campanhas eleitorais do Partido Social Liberal (PSL) no ano de 2018. Considerando o destacado sucesso desse partido no processo eleitoral daquele ano, eleger como objeto de estudo as campanhas do partido que obteve o cargo majoritário do executivo federal se justifica. Materiais e métodos: Mobilizamos a Análise de Redes Sociais para analisar os dados de receitas fornecidos pelos candidatos e órgãos partidários vinculados ao PSL para o Tribunal Superior Eleitoral e, ao fazê-lo, mapeamos a complexa rede de relações financeiras estabelecidas entre os agentes mobilizados na campanha daquele ano. Tal método permite a identificação de atores centrais dentro da rede, além dos agrupamentos nela formados. Resultados: O resultado empírico da pesquisa identifica índices significativos de sucesso eleitoral em situações de menor volume financeiro, corroborando com a interpretação do papel de destaque que os aspectos ideológicos tiveram nas eleições de 2018; além de identificar o destacamento da campanha presidencial em relação aos órgãos partidários. Discussão: Foi possível problematizar as condições de sucesso eleitoral em uma conjuntura política tão excepcional, assim como visualizar características da extrema-direita nessa conjuntura",revista de sociologia e política,2021,19,1,0,2,"Rodolfo Palazzo Dias, Rodrigo Mayer","UFRJ, UEPG","RJ, PR",,"1,1",2018,1,brasil,dep fed,federal,-,Brasil,-,-,-,-,-,-,descritiva,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
0,41,https://revistas.ufpr.br/politica/article/view/70423,digital,"Dinheiro, Eleições e Representação Política: Uma Análise dos Padrões de Financiamento das Campanhas nas Eleições de 2014 e 2016 em uma Perspectiva dos …","O debate sobre eleições e representação política no Brasil tem destacado as dificuldades das mulheres em chegarem aos cargos eletivos, devido, entre outros fatores, aos embaraços impostos pelo sistema de financiamento que tem se mostrado extremamente desigual na comparação entre homens e mulheres. Diante essa questão, a presente pesquisa tem como objetivo principal: avaliar o padrão de financiamento das campanhas eleitorais das mulheres em relação aos homens para a Câmara dos Deputados, Assembleias Legislativas e Câmara de Vereadores, nas eleições de 2014 e 2016. Utilizou-se os softwares SPSS para processamento dos métodos estatísticos descritivos e inferenciais por meio de estimativas de média, desvio padrão, variância e teste de análise de variância (ANOVA). Deste modo, constatou-se que as mulheres arrecadam um volume de recursos inferior aos homens, independentemente do cargo em disputa, ideologia partidária ou região do país. Diante às análises e perspectivas abordadas ao longo da pesquisa, observou-se que os diferentes padrões utilizados no financiamento de campanha das mulheres, dificultam a construção social e inclusiva de uma política representativa. Evidenciando que a democracia brasileira se encontra longe de alcançar um patamar de igualdade política entre os gêneros. Palavras-chave: Eleições; financiamento de campanha; representação política.",revista eletrônica de ciência política,2020,18,2,1,2,"Valdenize Gurjão Corrêa, Rodrigo Dolandeli dos Santos","UFPA, UFPA","PA, PA",,"2,1","2014, 2016",2,brasil,"dep fed, dep est, vereador","federal, estadual, municipal",,Brasil,sexo,financiamento de campanha,,-,-,-,inferencial,ANOVA,1,-,-,-,-,-,-,-,-,-,,,,,,,,
0,42,https://www.scielo.br/j/rsocp/a/BHmsqhsZZHpzHYNHFNXW4dF/abstract/?lang=pt,digital,Investimento eleitoral no Brasil: balanço da literatura (2001–2012) e agenda de pesquisa,"O artigo trata da literatura sobre investimento eleitoral no Brasil e tem dois objetivos: apresentar o estado-da-arte dessa literatura e propor uma agenda de pesquisas sobre o tema. Para esse fim, realizou-se o levantamento, a leitura crítica e a comparação de dezenas de obras divulgadas entre 2001 e 2012, sob o formato de livros, artigos publicados em revistas ou encontros acadêmicos, teses de doutorado, dissertações de mestrado, relatórios de pesquisa e trabalhos de conclusão de curso. O artigo argumenta, em primeiro lugar, que a literatura sobre investimento eleitoral pode ser dividida em três vertentes: (i) a que trata da relação entre investimento e desempenho eleitoral; (ii) a que aborda a relação entre investimento e concessão de benefícios para os investidores e (iii) a que focaliza os determinantes do investimento eleitoral. O artigo reúne os principais achados dos trabalhos inseridos em cada uma dessas vertentes. Em segundo lugar, o artigo oferece sugestões para o desenvolvimento da agenda de pesquisas sobre o tema, seja ao discutir desafios comuns às três vertentes, seja ao propor novas linhas de investigação em cada uma delas. As questões relativas ao investimento eleitoral são cruciais para o aprimoramento da democracia brasileira. O primeiro passo para enfrentar tais questões é conhecê-las a fundo. O presente trabalho procura contribuir para esse passo.

investimento eleitoral; financiamento eleitoral; financiamento político; campanhas eleitorais; empresariado",revista de sociologia e política,2015,,7,128,1,Wagner Pralon Mancuso,USP,SP,,1,-,-,brasil,-,-,-,Brasil,-,-,-,-,-,-,descritiva,-,-,-,-,-,-,,,,,,,,,,,,,